ID THREADS	MKL_PARDISO	PARDISO_6_0	KLU
1  1\ thread	1.00	1.78	2	 0.1
2  2\ threads	1.43	2.84	2	 0.1
3  4\ threads	2.12	5.25	2	 0.1
4  8\ threads	2.06	8.19	2	 0.1
5  16\ threads	2.09	14.95	2	 0.1
6  32\ threads	1.66	19.49	2	 0.1
